"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
",TAX CLASS AS OF FINAL ROLL 18/19,"BLOCK
","LOT
","EASE-MENT
",BUILDING CLASS AS OF FINAL ROLL 18/19,"ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5391,13,,A5,4716 AMBOY ROAD,,10312,1,0,1,"1,871",910,2002,1,A5,0,7/10/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5393,29,,A1,21 FINGAL STREET,,10312,1,0,1,"9,000","3,540",1985,1,A1,"1,650,000",3/14/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5395,23,,A1,525 SYCAMORE STREET,,10312,1,0,1,"10,000","2,848",1980,1,A1,"775,000",12/13/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5398,20,,A1,1468 ARDEN AVENUE,,10312,1,0,1,"5,000","2,200",1940,1,A1,"685,000",4/15/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5399,15,,A2,2 SANDBORN STREET,,10312,1,0,1,"4,845",880,1950,1,A2,0,1/24/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5399,33,,A2,247 KOCH BOULEVARD,,10312,1,0,1,"7,035","1,528",1970,1,A2,0,8/7/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5405,5,,A2,108 LENZIE STREET,,10312,1,0,1,"5,000",756,1920,1,A2,"620,000",2/14/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5405,28,,A1,155 KINGHORN STREET,,10312,1,0,1,"9,000","4,350",1899,1,A1,0,3/1/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5407,39,,B2,193 BATHGATE STREET,,10312,2,0,2,"5,000","2,800",2018,1,A2,"1,221,900",5/9/2019
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5425,19,,A1,9 SANDGAP STREET,,10312,1,0,1,"2,500","1,744",1950,1,A1,"520,000",8/14/2019
