"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
",TAX CLASS AS OF FINAL ROLL 17/18,"BLOCK
","LOT
","EASE-MENT
",BUILDING CLASS AS OF FINAL ROLL 17/18,"ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3028,25, ,A5,412 EAST 179 STREET, ,10457,1,0,1," 1,842 "," 2,048 ",1901,1,A5,0,4/4/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3030,55, ,A5,410 EAST 182ND STREET, ,10457,1,0,1," 1,330 "," 1,460 ",1899,1,A5,"305,000",7/18/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3030,56, ,A1,412 EAST 182 STREET, ,10457,1,0,1," 1,306 "," 1,440 ",1899,1,A1,"178,000",1/19/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3030,56, ,A1,412 EAST 182 STREET, ,10457,1,0,1," 1,306 "," 1,440 ",1899,1,A1,"449,000",7/14/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3030,65, ,A1,4455 PARK AVENUE, ,10457,1,0,1," 1,622 "," 1,587 ",1899,1,A1,"140,000",5/12/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3030,70, ,A1,4445 PARK AVENUE, ,10457,1,0,1," 1,694 "," 1,497 ",1899,1,A1,"246,000",11/6/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3036,13, ,A1,4348 PARK AVENUE, ,10457,1,0,1," 3,525 "," 1,764 ",1899,1,A1,"420,000",2/3/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3037,42, ,A1,4428 PARK AVENUE, ,10457,1,0,1," 3,525 "," 1,340 ",1899,1,A1,"380,250",9/29/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3037,101, ,S0,443 EAST 180 STREET, ,10457,1,2,3," 1,293 "," 2,820 ",1952,1,S0,"325,000",11/13/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3043,55, ,A1,1948 BATHGATE AVENUE, ,10457,1,0,1," 2,356 "," 2,047 ",1901,1,A1,"127,000",8/22/2017
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,1,3053,105, ,A1,2323 BASSFORD AVENUE, ,10458,1,0,1, 922 ," 1,248 ",1901,1,A1,0,3/16/2017
2,BATHGATE,02 TWO FAMILY DWELLINGS                    ,1,2912,147, ,B1,3807 3 AVENUE, ,10457,2,0,2," 2,000 "," 2,400 ",1993,1,B1,"350,000",9/5/2017
2,BATHGATE,02 TWO FAMILY DWELLINGS                    ,1,2929,128, ,B1,559 CLAREMONT PARKWAY, ,10457,2,0,2," 2,361 "," 2,394 ",1995,1,B1,0,5/4/2017
2,BATHGATE,02 TWO FAMILY DWELLINGS                    ,1,2929,136, ,B1,543 CLAREMONT PARKWAY, ,10457,2,0,2," 2,265 "," 2,394 ",1995,1,B1,"530,000",2/2/2017
2,BATHGATE,02 TWO FAMILY DWELLINGS                    ,1,3029,14, ,S2,2042 WEBSTER AVE, ,10457,2,1,3," 3,314 "," 2,800 ",1899,1,S2,"400,000",8/16/2017
2,BATHGATE,02 TWO FAMILY DWELLINGS                    ,1,3030,61, ,B3,4467 PARK AVENUE, ,10457,2,0,2," 1,556 "," 1,494 ",1899,1,B3,"305,000",7/27/2017
2,BATHGATE,02 TWO FAMILY DWELLINGS                    ,1,3030,149, ,S2,2260 WEBSTER AVENUE, ,10457,2,1,3," 1,620 "," 3,240 ",1931,1,S2,"483,668",12/20/2017
